,LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
221,5,19,7,39,10,8,8,127,124.12,29.01,104460.67,1.2,526,0.03,5803.37,3600.73,220,306,91,24,134,N
222,3,9,6,4,5,5,1,49,102.23,12.09,14944.77,0.41,211,0.08,830.27,1236.03,76,135,44,14,55,Y
223,13,7,1,5,4,4,1,45,99.18,16.49,26973.57,0.55,261,0.06,1498.53,1635.63,94,167,57,20,46,N
224,67,29,27,41,15,15,15,92,46.37,57,150670.96,0.88,466,0.02,8370.61,2643.35,192,274,32,19,119,N
225,9,7,7,11,4,1,4,18,24,15.38,5680.1,0.12,76,0.07,315.56,369.21,25,51,13,16,25,N
226,15,11,9,22,6,6,1,36,46.84,21.46,21576.47,0.34,182,0.05,1198.69,1005.29,61,121,27,19,45,N
227,0,1,1,1,1,1,1,5,9.51,3,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,6,N
228,6,5,4,0,3,3,1,22,24.31,14.06,4807.12,0.11,69,0.07,267.06,341.84,30,39,16,15,26,N
229,21,7,10,22,4,2,1,30,45.35,25.34,29117.23,0.38,193,0.04,1617.62,1149.16,75,118,37,25,40,N
230,2,1,1,1,1,1,1,5,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,6,N
231,9,7,6,10,4,2,1,16,22.84,25.89,15315.78,0.2,109,0.04,850.88,591.46,41,68,19,24,22,N
232,2,1,1,1,1,1,1,5,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,6,N
233,10,7,7,10,4,2,1,15,22.84,25.89,15315.78,0.2,109,0.04,850.88,591.46,41,68,19,24,22,N
234,46,19,35,31,10,8,1,40,83.37,31.3,81653.73,0.87,399,0.03,4536.32,2609.12,153,246,66,27,75,N
235,2,1,1,1,1,1,1,5,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,6,N
236,2,1,1,1,1,1,1,5,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,6,N
237,8,3,8,14,2,1,1,12,33.99,15.21,7863.73,0.17,100,0.07,436.87,516.99,34,66,19,17,20,N
238,1,1,1,7,1,1,1,5,7.75,2,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,6,N
239,33,11,18,28,6,4,1,44,71.49,34.84,86774.3,0.83,380,0.03,4820.79,2490.74,135,245,62,32,62,N
240,10,9,5,0,5,5,1,31,44.36,16.56,12163.87,0.24,141,0.06,675.77,734.53,69,72,25,12,36,N
241,25,11,11,21,6,3,1,22,25.24,19.95,10047.02,0.17,94,0.05,558.17,503.61,38,56,20,21,33,N
242,9,7,2,13,4,4,1,20,46.13,14.44,9617.77,0.22,122,0.07,534.32,666.05,38,84,25,19,22,N
243,10,3,2,4,2,2,1,25,48.82,16.55,13373.72,0.27,148,0.06,742.98,808,64,84,29,15,27,N
244,6,3,5,4,2,1,1,10,21.05,9.8,2021.97,0.07,45,0.1,112.33,206.32,14,31,10,14,15,N
245,6,3,5,4,2,1,1,10,21.05,9.8,2021.97,0.07,45,0.1,112.33,206.32,14,31,10,14,15,N
246,2,1,3,3,1,1,1,5,5.8,2,23.22,0,5,0.5,1.29,11.61,1,4,1,4,8,N
247,7,5,4,8,3,2,1,14,30.91,8.62,2294.05,0.09,56,0.12,127.45,266.27,16,40,13,14,18,N
248,20,11,4,16,6,5,3,27,53.81,14.9,11951.03,0.27,140,0.07,663.95,801.91,42,98,31,22,31,N
249,3,1,3,3,1,1,1,6,24.2,5,605.07,0.04,28,0.2,33.61,121.01,10,18,10,10,9,N
250,14,7,3,12,4,4,1,20,47.35,11.12,5850.56,0.18,97,0.09,325.03,526.35,34,63,26,17,23,N
251,19,13,4,18,7,5,5,28,55.58,14.56,11789.43,0.27,142,0.07,654.97,809.46,43,99,31,21,32,N
252,7,1,0,3,1,1,1,3,9.96,3.5,122.04,0.01,11,0.29,6.78,34.87,2,9,2,7,3,N
253,36,23,21,29,12,8,5,45,68.78,26.32,47644.35,0.6,288,0.04,2646.91,1810.2,94,194,50,28,66,N
254,22,1,0,21,1,1,1,34,73.78,17.29,22066.31,0.43,231,0.06,1225.91,1275.94,98,133,34,12,34,N
255,3,3,2,2,2,1,1,11,10.9,12,1569.59,0.04,32,0.08,87.2,130.8,10,22,5,12,13,N
256,3,3,2,2,2,1,1,11,17.29,12,2489.43,0.07,48,0.08,138.3,207.45,16,32,8,12,13,N
257,9,15,14,22,8,6,4,27,35.27,13.74,6655.21,0.16,93,0.07,369.73,484.48,29,64,19,18,41,N
258,5,3,4,12,2,2,1,10,15.6,6.67,693.33,0.03,26,0.15,38.52,104,8,18,6,10,14,N
259,1,3,3,3,2,1,1,9,13.38,8.25,910.48,0.04,27,0.12,50.58,110.36,9,18,6,11,12,N
260,1,3,3,3,2,1,1,9,20.27,9.17,1703.56,0.06,43,0.11,94.64,185.84,15,28,9,11,12,N
261,49,19,6,57,10,7,10,98,125.84,27.25,93428.15,1.14,486,0.04,5190.45,3428.87,172,314,101,32,104,N
262,77,49,20,56,25,24,15,172,243.12,22.99,128457.87,1.86,750,0.04,7136.55,5588.41,252,498,148,27,192,N
263,2,1,0,0,1,1,1,6,38.22,5.65,1221.78,0.07,50,0.18,67.88,216.1,21,29,13,7,6,N
264,40,5,2,11,3,3,1,28,44.75,18.67,15592.09,0.28,148,0.05,866.23,835.29,56,92,30,20,30,Y
265,31,7,1,29,4,4,1,43,84.37,19.2,31093.83,0.54,267,0.05,1727.43,1619.65,97,170,48,19,44,N
266,34,3,11,31,2,2,1,36,37.89,24.18,22153.96,0.31,171,0.04,1230.78,916.14,56,115,22,19,47,N
267,14,7,11,5,4,3,1,21,49.79,9.48,4476.07,0.16,87,0.11,248.67,472.09,32,55,27,16,32,N
268,2,1,2,7,1,1,1,6,17.89,5.14,473.14,0.03,23,0.19,26.29,92,8,15,7,9,8,N
269,1,1,2,0,1,1,1,5,11.51,4.5,233.13,0.02,14,0.22,12.95,51.81,4,10,4,9,7,N
270,1,1,3,0,1,1,1,5,11.85,4.5,239.86,0.02,14,0.22,13.33,53.3,5,9,5,9,8,N
271,5,1,5,0,1,1,1,8,20.02,8.13,1321.34,0.05,39,0.12,73.41,162.63,13,26,8,10,13,N
272,4,1,6,0,1,1,1,6,21.19,6.75,965.66,0.05,35,0.15,53.65,143.06,12,23,8,9,12,N
273,5,7,1,1,4,2,1,16,24.97,20.38,10375.62,0.17,97,0.05,576.42,509.05,33,64,17,21,17,N
274,4,5,0,7,3,3,1,14,16.78,11.2,2105.41,0.06,41,0.09,116.97,187.98,16,25,10,14,14,N
275,39,37,6,51,19,9,9,88,66.11,50.27,167072.98,1.11,496,0.02,9281.83,3323.42,207,289,70,34,94,N
276,18,6,7,6,4,3,1,29,49.27,18.53,16907.83,0.3,151,0.05,939.32,912.7,57,94,40,26,36,N
277,49,41,16,37,21,15,5,60,78.4,74.77,438244.07,1.95,821,0.01,24346.89,5861.57,319,502,96,45,76,N
278,31,19,12,25,10,6,3,52,47.49,47.96,109246.59,0.76,350,0.02,6069.25,2277.73,140,210,54,37,64,N
279,1,1,1,0,1,1,1,7,16.89,4.5,342,0.03,19,0.22,19,76,9,10,8,8,8,N
280,7,1,2,5,1,1,1,8,29.39,5,734.73,0.05,34,0.2,40.82,146.95,15,19,12,8,10,N
281,84,37,44,76,19,8,9,101,75.03,66,326814.89,1.65,685,0.02,18156.38,4951.74,264,421,100,50,145,N
282,17,15,28,6,8,6,1,29,78.29,48.05,180758.79,1.25,565,0.02,10042.15,3761.89,217,348,70,31,57,N
283,16,11,3,8,6,4,5,22,37.5,29.45,32535.15,0.37,187,0.03,1807.51,1104.59,72,115,33,27,25,N
284,6,1,3,4,1,1,1,20,61.55,8.25,4189.34,0.17,99,0.12,232.74,507.8,36,63,24,11,23,N
285,5,8,7,3,6,6,1,29,29.49,24,16987.59,0.24,133,0.04,943.76,707.82,48,85,20,20,36,N
286,2,1,0,0,1,1,1,9,16.02,7.14,817.49,0.04,28,0.14,45.42,114.45,10,18,7,10,9,N
287,1,7,1,0,4,2,4,15,22.03,12,3172.85,0.09,55,0.08,176.27,264.4,18,37,12,16,16,N
288,7,3,2,7,2,1,1,14,25.23,9.5,2277.36,0.08,51,0.11,126.52,239.72,19,32,13,13,16,N
289,1,4,0,0,3,1,1,22,26.81,8.03,1732.23,0.07,47,0.12,96.24,215.49,19,28,13,11,22,N
290,17,20,5,0,15,3,4,63,45.89,35.45,57670.7,0.54,262,0.03,3203.93,1626.88,79,183,39,35,68,N
291,3,3,2,1,2,1,1,9,24.7,7.22,1288.28,0.06,40,0.14,71.57,178.38,10,30,9,13,11,N
292,3,3,2,0,2,1,1,9,24.08,7.22,1256.07,0.06,39,0.14,69.78,173.92,10,29,9,13,11,N
293,6,7,1,1,4,2,1,17,25,13.6,4624,0.11,68,0.07,256.89,340,24,44,15,17,18,N
294,25,9,7,0,5,5,1,27,50.43,10.62,5682.29,0.18,102,0.09,315.68,535.29,46,56,26,12,34,N
295,7,8,0,0,7,7,1,37,35.81,12.33,5446.65,0.15,90,0.08,302.59,441.62,37,53,18,12,37,N
296,13,17,2,0,9,9,1,62,183.65,7.02,9044.12,0.43,214,0.14,502.45,1288.79,100,114,57,8,64,N
297,7,3,0,9,2,2,1,12,22.78,2.33,124.02,0.02,16,0.43,6.89,53.15,7,9,6,4,12,N
298,2,7,0,0,4,2,1,24,20.18,16.36,5403.6,0.11,73,0.06,300.2,330.22,30,43,11,12,24,N
299,5,5,4,0,3,3,1,13,25.58,13.2,4456.28,0.11,71,0.08,247.57,337.6,33,38,15,12,17,N
300,22,5,3,13,3,1,1,32,58.73,53.2,166215.79,1.04,538,0.02,9234.21,3124.36,266,272,40,16,35,N
301,1,3,0,0,2,2,1,10,22.35,7.27,1181.93,0.05,37,0.14,65.66,162.52,16,21,11,10,10,N
302,9,5,4,3,3,3,1,17,29.6,24.29,17460.6,0.24,137,0.04,970.03,718.97,60,77,21,17,21,N
303,1,3,0,0,2,1,1,7,8.79,12,1265.83,0.04,27,0.08,70.32,105.49,12,15,5,10,7,N
304,0,1,0,0,1,1,1,3,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,5,9,4,7,3,N
305,0,1,0,0,1,1,1,7,22.65,4.88,538.26,0.04,29,0.21,29.9,110.41,13,16,8,6,7,N
306,1,5,0,0,3,1,1,9,12.09,14.14,2417.96,0.06,41,0.07,134.33,170.97,18,23,7,11,9,N
307,1,5,0,0,3,1,1,11,14.67,14.67,3156.61,0.07,49,0.07,175.37,215.22,22,27,9,12,11,N
308,0,1,0,0,1,1,1,4,13,3,117,0.01,13,0.33,6.5,39,6,7,4,4,4,N
309,0,1,0,0,1,1,1,3,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,3,N
310,1,3,0,0,2,1,1,7,8.79,12,1265.83,0.04,27,0.08,70.32,105.49,12,15,5,10,7,N
311,0,1,0,0,1,1,1,3,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,5,9,4,7,3,N
312,0,1,0,0,1,1,1,7,22.65,4.88,538.26,0.04,29,0.21,29.9,110.41,13,16,8,6,7,N
313,1,5,0,0,3,1,1,9,12.09,14.14,2417.96,0.06,41,0.07,134.33,170.97,18,23,7,11,9,N
314,1,5,0,0,3,1,1,11,14.67,14.67,3156.61,0.07,49,0.07,175.37,215.22,22,27,9,12,11,N
315,0,1,0,0,1,1,1,4,13,3,117,0.01,13,0.33,6.5,39,6,7,4,4,4,N
316,0,1,0,0,1,1,1,3,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,3,N
317,1,3,0,0,2,1,1,7,8.79,12,1265.83,0.04,27,0.08,70.32,105.49,12,15,5,10,7,N
318,0,1,0,0,1,1,1,3,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,5,9,4,7,3,N
319,0,1,0,0,1,1,1,7,22.65,4.88,538.26,0.04,29,0.21,29.9,110.41,13,16,8,6,7,N
320,1,5,0,0,3,1,1,9,12.09,14.14,2417.96,0.06,41,0.07,134.33,170.97,18,23,7,11,9,N
321,1,5,0,0,3,1,1,11,14.67,14.67,3156.61,0.07,49,0.07,175.37,215.22,22,27,9,12,11,N
322,0,1,0,0,1,1,1,4,13,3,117,0.01,13,0.33,6.5,39,6,7,4,4,4,N
323,0,1,0,0,1,1,1,3,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,3,N
324,40,11,25,13,6,4,5,48,71.01,24.77,43561.75,0.59,279,0.04,2420.1,1758.75,107,172,54,25,73,N
325,2,3,0,2,2,2,1,7,16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,11,14,8,9,7,N
326,2,3,0,2,2,2,1,7,16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,11,14,8,9,7,N
327,2,3,0,2,2,2,1,7,16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,11,14,8,9,7,N
328,2,3,0,2,2,2,1,7,16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,11,14,8,9,7,N
329,2,3,0,2,2,2,1,7,16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,11,14,8,9,7,N
330,2,3,0,2,2,2,1,7,16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,11,14,8,9,7,N
331,2,3,0,2,2,2,1,7,16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,11,14,8,9,7,N
332,8,7,2,14,4,1,3,15,17.03,14.68,3670.2,0.08,52,0.07,203.9,249.98,19,33,11,17,17,N
333,1,1,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,1,2,N
334,1,1,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,1,2,N
335,8,1,0,12,1,1,1,3,0,0,0,0,1,0,0,0,0,1,0,1,3,N
336,3,1,2,0,1,1,1,4,5.8,2,23.22,0,5,0.5,1.29,11.61,1,4,1,4,6,N
337,2,3,0,8,2,1,1,9,11.86,4.38,227.03,0.02,15,0.23,12.61,51.89,5,10,4,7,9,N
338,4,3,0,10,2,1,1,8,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,5,9,4,7,8,N
339,3,3,0,5,2,1,1,8,17.16,6.19,657.1,0.04,25,0.16,36.51,106.2,9,16,8,11,8,N
340,1,1,0,0,1,1,1,3,5.8,2,23.22,0,5,0.5,1.29,11.61,1,4,1,4,3,N
341,0,1,0,0,1,1,1,4,10.84,1.5,24.38,0.01,7,0.67,1.35,16.25,2,5,2,3,4,N
342,4,3,0,10,2,1,1,8,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,5,9,4,7,8,N
343,3,3,0,2,2,2,1,9,19.71,5.5,596.3,0.04,26,0.18,33.13,108.42,11,15,9,9,9,N
344,13,5,4,19,3,2,1,13,22.53,13.93,4371.1,0.1,66,0.07,242.84,313.82,30,36,14,13,17,N
345,1,1,0,0,1,1,1,3,5.8,2,23.22,0,5,0.5,1.29,11.61,1,4,1,4,3,N
346,0,1,0,0,1,1,1,4,10.84,1.5,24.38,0.01,7,0.67,1.35,16.25,2,5,2,3,4,N
347,9,17,0,0,9,8,1,24,30.54,11.65,4143.37,0.12,74,0.09,230.19,355.74,36,38,17,11,24,N
348,16,7,0,15,4,3,1,25,21.39,22.46,10795.37,0.16,97,0.04,599.74,480.56,37,60,14,17,25,N
349,82,43,6,100,23,17,15,176,140.31,37.2,194194.61,1.74,696,0.03,10788.59,5219.89,280,416,143,38,182,N
350,22,7,9,31,4,3,1,32,45.51,16.36,12184.85,0.25,130,0.06,676.94,744.63,54,76,33,20,41,N
351,9,3,0,12,2,2,1,18,35.45,10.29,3750.81,0.12,70,0.1,208.38,364.66,27,43,21,16,18,N
352,12,5,3,4,3,2,3,14,15.83,13.82,3022.38,0.07,46,0.07,167.91,218.72,19,27,11,16,17,N
353,14,7,4,21,4,3,3,29,39.73,19.35,14882.34,0.26,133,0.05,826.8,768.92,50,83,31,24,33,N
354,38,35,5,70,18,7,13,104,58.36,41.38,99929.77,0.8,372,0.02,5551.65,2414.97,150,222,58,32,109,N
355,39,23,4,58,12,7,5,68,52.05,21.71,24543.69,0.38,187,0.05,1363.54,1130.3,76,111,42,24,72,N
356,2,1,1,0,1,1,1,7,9.05,2,36.19,0.01,7,0.5,2,18.09,2,5,2,4,8,N
357,19,7,4,16,4,4,1,21,31.79,17.86,10140.57,0.19,104,0.06,563.36,567.78,47,57,25,19,25,N
358,25,15,6,39,8,7,1,71,90.85,21.94,43721.41,0.66,307,0.05,2428.97,1993,108,199,64,26,77,Y
359,27,3,1,19,2,2,1,22,37.27,15.43,8872.37,0.19,114,0.06,492.91,575.06,54,60,21,12,23,Y
360,1,3,0,0,2,2,1,10,10.75,7,526.99,0.03,21,0.14,29.28,75.28,7,14,4,8,10,N
361,34,17,5,26,9,7,4,66,76.03,28.98,63864.99,0.73,342,0.03,3548.06,2203.49,136,206,61,26,71,N
362,2,1,0,0,1,1,1,3,9.83,2,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,3,N
363,9,9,0,17,5,3,5,22,35.13,12.55,5531.32,0.15,84,0.08,307.3,440.83,31,53,21,17,22,Y
364,32,13,16,23,7,7,1,59,104.75,22.14,51324.87,0.77,349,0.05,2851.38,2318.71,126,223,74,26,75,Y
365,10,1,1,3,1,1,1,19,46.76,12,6732.92,0.19,118,0.08,374.05,561.08,57,61,19,8,20,Y
366,13,5,9,7,3,3,1,19,37.6,9.75,3574.45,0.12,74,0.1,198.58,366.61,27,47,18,13,28,N
367,0,1,0,0,1,1,1,7,9.96,3.5,122.04,0.01,11,0.29,6.78,34.87,2,9,2,7,7,N
368,0,1,0,0,1,1,1,8,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,3,8,3,7,8,N
369,0,1,0,0,1,1,1,8,12.18,3,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,8,N
370,0,1,0,0,1,1,1,8,12.18,3,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,8,N
371,3,3,0,0,2,1,1,19,24.71,10.58,2764.2,0.09,57,0.09,153.57,261.33,25,32,13,11,19,N
372,6,3,1,6,2,1,1,10,16.21,5.4,472.87,0.03,23,0.19,26.27,87.57,6,17,5,9,11,N
373,3,1,0,1,1,1,1,11,24.87,6.25,971.37,0.05,42,0.16,53.96,155.42,20,22,8,5,11,N
374,1,1,0,0,1,1,1,9,13.71,5,342.66,0.02,18,0.2,19.04,68.53,4,14,4,10,9,N
375,0,1,0,0,1,1,1,7,11.07,3,99.66,0.01,10,0.33,5.54,33.22,4,6,4,6,7,N
376,2,1,0,1,1,1,1,8,27.4,7,1342.72,0.06,46,0.14,74.6,191.82,14,32,9,9,8,N
377,3,3,0,0,2,1,1,15,18.54,9.63,1717.22,0.06,42,0.1,95.4,178.41,14,28,8,11,15,N
378,30,32,4,62,24,19,9,89,54.69,47.6,123914.45,0.87,402,0.02,6884.14,2603.24,154,248,55,34,93,Y
379,6,3,4,15,2,2,1,10,16.21,10.56,1809.36,0.06,39,0.09,100.52,171.3,13,26,8,13,14,N
380,13,7,3,24,4,4,1,32,34.91,18.57,12037.08,0.22,121,0.05,668.73,648.26,43,78,22,19,35,Y
381,0,1,0,0,1,1,1,6,9,3,81,0.01,9,0.33,4.5,27,2,7,2,6,6,N
382,31,21,7,28,11,9,11,74,61.92,36.74,83581.43,0.76,354,0.03,4643.41,2274.9,124,230,54,32,81,Y
383,17,5,0,4,4,4,1,32,25.24,22.75,13060.92,0.19,117,0.04,725.61,574.11,52,65,16,14,32,Y
384,12,11,1,16,6,6,1,44,46.89,18.91,16764.79,0.3,152,0.05,931.38,886.6,52,100,33,24,45,N
385,6,1,0,2,1,1,1,8,22.46,6.19,859.9,0.05,34,0.16,47.77,138.97,11,23,8,9,8,N
386,0,3,0,0,2,1,1,15,42.88,6.87,2026.77,0.1,62,0.15,112.6,294.8,20,42,16,11,15,N
387,0,1,0,0,1,1,1,7,21.8,5.63,689.76,0.04,30,0.18,38.32,122.62,10,20,8,9,7,N
388,51,35,9,73,18,10,9,107,51.85,64.92,218524.86,1.12,516,0.02,12140.27,3366.16,193,323,55,37,116,Y
389,0,1,0,0,1,1,1,7,21.8,5.63,689.76,0.04,30,0.18,38.32,122.62,10,20,8,9,7,Y
390,1,1,0,0,1,1,1,6,16.93,6,609.47,0.03,26,0.17,33.86,101.58,8,18,6,9,6,N
391,11,1,0,12,1,1,1,12,45.34,4.23,811.53,0.06,46,0.24,45.09,191.82,22,24,13,5,12,N
392,2,3,2,0,2,2,1,12,20.76,2.5,129.72,0.02,15,0.4,7.21,51.89,6,9,6,5,14,N
393,4,5,4,0,3,3,1,17,34.27,2.78,264.4,0.03,25,0.36,14.69,95.18,10,15,9,5,21,N
394,0,7,0,0,4,1,3,17,10.6,10.13,1086.54,0.04,29,0.1,60.36,107.31,9,20,4,9,17,N
395,3,11,0,0,6,1,4,15,7.45,30.8,7065.15,0.08,54,0.03,392.51,229.39,22,32,5,14,15,N
396,3,3,0,0,2,1,1,14,11.85,9,959.45,0.04,28,0.11,53.3,106.61,10,18,5,9,14,N
397,2,3,0,0,2,1,1,10,6.92,8,442.81,0.02,16,0.13,24.6,55.35,6,10,3,8,10,N
398,25,25,6,15,13,9,7,70,80.81,26.6,57176.91,0.72,343,0.04,3176.49,2149.51,133,210,55,22,76,N
399,5,7,3,2,4,4,1,24,26.32,16,6737.71,0.14,85,0.06,374.32,421.11,30,55,15,16,27,N
400,5,1,3,2,1,1,1,6,14.52,5.79,486,0.03,21,0.17,27,84,9,12,7,9,9,N
401,15,5,7,9,3,2,1,12,28.99,18.12,9514.39,0.18,106,0.06,528.58,525.14,44,62,17,14,19,N
402,3,1,2,1,1,1,1,5,9.83,2,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,7,N
403,5,1,4,2,1,1,1,8,17.66,10.63,1993.75,0.06,45,0.09,110.76,187.65,17,28,8,10,12,N
404,6,3,2,2,2,1,1,9,13.77,13.5,2508.88,0.06,43,0.07,139.38,185.84,18,25,8,12,11,N
405,5,3,2,2,2,1,1,9,13.64,17.06,3972.03,0.08,53,0.06,220.67,232.79,21,32,8,13,11,N
406,5,1,3,2,1,1,1,6,14.4,3,129.56,0.01,13,0.33,7.2,43.19,6,7,5,5,9,N
407,3,1,2,1,1,1,1,7,12.85,8,822.39,0.03,27,0.13,45.69,102.8,12,15,6,8,9,N
408,10,13,15,2,7,1,1,8,21.3,16.32,5681.26,0.12,74,0.06,315.63,347.83,28,46,12,14,23,N
409,14,5,1,9,3,3,1,19,35.6,10.11,3640,0.12,72,0.1,202.22,360,26,46,18,14,20,N
410,35,31,28,17,16,11,10,76,108.35,33.87,124313.16,1.22,526,0.03,6906.29,3670.05,199,327,94,32,104,N
411,6,5,7,2,3,2,1,8,17.71,10.67,2014.61,0.06,43,0.09,111.92,188.87,16,27,9,12,15,N
412,17,9,8,19,5,4,1,27,42.9,20.7,18381.79,0.3,159,0.05,1021.21,888.01,45,114,25,23,35,N
413,16,5,10,7,3,2,1,20,37.71,30.2,34384.39,0.38,205,0.03,1910.24,1138.69,89,116,28,19,30,N
414,11,11,14,5,6,2,1,27,48.56,33.51,54539.1,0.54,279,0.03,3029.95,1627.38,124,155,37,20,41,N
415,81,162,80,165,96,63,27,423,131.72,126.56,2109679.46,5.56,2027,0.01,117204.41,16670.05,798,1229,227,72,503,N
416,20,7,2,2,4,3,1,10,19.23,5.69,622.17,0.04,28,0.18,34.57,109.39,13,15,8,7,12,N
417,115,31,35,12,16,3,10,49,83.81,31.06,80843.05,0.87,399,0.03,4491.28,2602.9,176,223,68,24,84,N
418,156,63,53,27,32,10,12,85,78.34,51.47,207526.23,1.34,589,0.02,11529.23,4031.99,267,322,83,32,138,N
419,48,57,61,32,29,22,27,165,204.29,41.72,355647.88,2.84,1112,0.02,19758.22,8523.85,463,649,172,31,226,N
420,17,21,6,8,11,10,7,61,87.92,17.2,26010.73,0.5,253,0.06,1445.04,1512.25,86,167,45,18,67,N
421,74,23,30,18,12,10,3,63,85.71,38.23,125251.55,1.09,487,0.03,6958.42,3276.5,203,284,77,29,93,N
422,33,5,8,4,3,3,1,16,28.18,15.16,6475.08,0.14,82,0.07,359.73,427.18,32,50,19,18,24,N
423,4,7,3,0,4,4,1,19,40.01,18.29,13377.17,0.24,134,0.05,743.18,731.56,64,70,28,16,22,N
424,4,11,3,0,6,6,1,25,42.36,23.73,23858.84,0.34,182,0.04,1325.49,1005.29,89,93,30,16,28,N
425,1,9,1,0,5,5,1,35,110.24,10.11,11259.34,0.37,191,0.1,625.52,1114.08,95,96,47,10,36,N
426,0,1,0,0,1,1,1,14,70.78,2.77,542.77,0.07,49,0.36,30.15,196,24,25,13,3,14,N
427,5,9,2,0,5,4,1,25,27.4,20.16,11135.5,0.18,100,0.05,618.64,552.36,48,52,25,21,27,N
428,2,9,1,0,5,5,1,30,78,13.61,14437.64,0.35,189,0.07,802.09,1061.18,94,95,38,11,31,N
429,1,3,1,0,2,2,1,17,54.5,9.27,4686.53,0.17,103,0.11,260.36,505.41,51,52,22,8,18,N
430,1,7,1,0,4,4,1,15,20.45,13.07,3491.27,0.09,55,0.08,193.96,267.19,28,27,15,14,16,N
431,1,16,1,0,13,13,1,49,35.91,21.53,16649.11,0.26,132,0.05,924.95,773.25,53,79,32,26,50,N
432,1,18,1,0,14,14,1,52,36.57,23.03,19394.56,0.28,142,0.04,1077.48,842.16,58,84,34,27,53,N
433,4,13,1,0,7,7,1,42,160.8,10.16,16586.02,0.54,263,0.1,921.45,1633.09,130,133,64,10,43,N
434,16,25,5,8,13,10,9,62,84.92,18.79,29993.03,0.53,265,0.05,1666.28,1595.93,91,174,46,19,67,N
435,40,25,30,19,13,10,3,65,83.84,41.66,145477.36,1.16,514,0.02,8082.08,3492.33,215,299,80,31,95,N
436,77,33,25,15,17,11,9,75,88.15,36.04,114516.56,1.06,465,0.03,6362.03,3177.29,193,272,83,31,100,N
437,4,3,4,0,2,1,1,10,23.58,12.5,3685.04,0.1,62,0.08,204.72,294.8,20,42,12,15,14,N
438,0,1,0,0,1,1,1,3,5.8,2,23.22,0,5,0.5,1.29,11.61,1,4,1,4,3,N
439,3,1,2,2,1,1,1,7,17.27,2.5,107.96,0.01,13,0.4,6,43.19,5,8,5,5,9,N
440,3,1,1,0,1,1,1,3,10.57,3,95.1,0.01,10,0.33,5.28,31.7,3,7,3,6,4,N
441,3,1,1,0,1,1,1,3,10.8,2.5,67.5,0.01,9,0.4,3.75,27,3,6,3,5,4,N
442,4,3,2,6,2,2,1,6,17.91,6.29,707.7,0.04,27,0.16,39.32,112.59,8,19,7,11,8,N
443,3,1,2,2,1,1,1,7,17.27,2.5,107.96,0.01,13,0.4,6,43.19,5,8,5,5,9,N
444,3,1,1,0,1,1,1,3,10.57,3,95.1,0.01,10,0.33,5.28,31.7,3,7,3,6,4,N
445,3,1,1,0,1,1,1,3,10.8,2.5,67.5,0.01,9,0.4,3.75,27,3,6,3,5,4,N
446,4,3,2,6,2,2,1,6,17.91,6.29,707.7,0.04,27,0.16,39.32,112.59,8,19,7,11,8,N
447,5,1,1,7,1,1,1,6,14.38,4.5,291.26,0.02,17,0.22,16.18,64.73,5,12,5,9,7,N
